date,season,year,month,weekday,working_day,weather,temperature,humidity,windspeed,total_rentals,weather_description,hour,temperature_hourly,humidity_hourly,windspeed_hourly,hourly_rentals
2011-07-16,3,0,7,6,0,1,0.686667,0.585,0.208342,5923,Clear,0,0.62,0.65,0.194,110
2011-07-16,3,0,7,6,0,1,0.686667,0.585,0.208342,5923,Clear,1,0.6,0.69,0.1045,75
2011-07-16,3,0,7,6,0,1,0.686667,0.585,0.208342,5923,Clear,2,0.6,0.73,0.1343,58
2011-07-16,3,0,7,6,0,1,0.686667,0.585,0.208342,5923,Clear,3,0.6,0.78,0.1343,26
2011-07-16,3,0,7,6,0,1,0.686667,0.585,0.208342,5923,Clear,4,0.6,0.73,0.0896,16
2011-07-16,3,0,7,6,0,1,0.686667,0.585,0.208342,5923,Clear,5,0.58,0.78,0.0896,10
2011-07-16,3,0,7,6,0,1,0.686667,0.585,0.208342,5923,Clear,6,0.6,0.78,0.1642,37
2011-07-16,3,0,7,6,0,1,0.686667,0.585,0.208342,5923,Clear,7,0.62,0.73,0.1343,52
2011-07-16,3,0,7,6,0,1,0.686667,0.585,0.208342,5923,Clear,8,0.66,0.65,0.1642,127
2011-07-16,3,0,7,6,0,1,0.686667,0.585,0.208342,5923,Clear,9,0.7,0.54,0.2239,222
2011-07-16,3,0,7,6,0,1,0.686667,0.585,0.208342,5923,Clear,10,0.72,0.54,0.194,322
2011-07-16,3,0,7,6,0,1,0.686667,0.585,0.208342,5923,Clear,11,0.74,0.48,0.2239,396
2011-07-16,3,0,7,6,0,1,0.686667,0.585,0.208342,5923,Clear,12,0.76,0.43,0.2836,463
2011-07-16,3,0,7,6,0,1,0.686667,0.585,0.208342,5923,Clear,13,0.76,0.45,0.2985,497
2011-07-16,3,0,7,6,0,1,0.686667,0.585,0.208342,5923,Clear,14,0.74,0.45,0.2985,433
2011-07-16,3,0,7,6,0,1,0.686667,0.585,0.208342,5923,Clear,15,0.76,0.45,0.3284,428
2011-07-16,3,0,7,6,0,1,0.686667,0.585,0.208342,5923,Clear,16,0.76,0.45,0.2836,425
2011-07-16,3,0,7,6,0,1,0.686667,0.585,0.208342,5923,Clear,17,0.76,0.45,0.2239,475
2011-07-16,3,0,7,6,0,1,0.686667,0.585,0.208342,5923,Clear,18,0.76,0.45,0.2836,428
2011-07-16,3,0,7,6,0,1,0.686667,0.585,0.208342,5923,Clear,19,0.74,0.48,0.194,406
2011-07-16,3,0,7,6,0,1,0.686667,0.585,0.208342,5923,Clear,20,0.72,0.51,0.2239,296
2011-07-16,3,0,7,6,0,1,0.686667,0.585,0.208342,5923,Clear,21,0.7,0.58,0.2239,252
2011-07-16,3,0,7,6,0,1,0.686667,0.585,0.208342,5923,Clear,22,0.7,0.65,0.2836,201
2011-07-16,3,0,7,6,0,1,0.686667,0.585,0.208342,5923,Clear,23,0.68,0.61,0.2239,168
2011-07-17,3,0,7,0,0,1,0.719167,0.604167,0.245033,5302,Clear,0,0.66,0.65,0.2239,125
2011-07-17,3,0,7,0,0,1,0.719167,0.604167,0.245033,5302,Clear,1,0.64,0.69,0.194,102
2011-07-17,3,0,7,0,0,1,0.719167,0.604167,0.245033,5302,Clear,2,0.64,0.69,0.2239,94
2011-07-17,3,0,7,0,0,1,0.719167,0.604167,0.245033,5302,Clear,3,0.64,0.69,0.2239,47
2011-07-17,3,0,7,0,0,1,0.719167,0.604167,0.245033,5302,Clear,4,0.62,0.73,0.1642,10
2011-07-17,3,0,7,0,0,1,0.719167,0.604167,0.245033,5302,Clear,5,0.64,0.69,0.2239,12
2011-07-17,3,0,7,0,0,1,0.719167,0.604167,0.245033,5302,Clear,6,0.62,0.73,0.1642,21
2011-07-17,3,0,7,0,0,1,0.719167,0.604167,0.245033,5302,Clear,7,0.64,0.73,0.1642,50
2011-07-17,3,0,7,0,0,1,0.719167,0.604167,0.245033,5302,Clear,8,0.68,0.65,0.2239,118
2011-07-17,3,0,7,0,0,1,0.719167,0.604167,0.245033,5302,Clear,9,0.72,0.58,0.2239,184
2011-07-17,3,0,7,0,0,1,0.719167,0.604167,0.245033,5302,Clear,10,0.74,0.6,0.2239,304
2011-07-17,3,0,7,0,0,1,0.719167,0.604167,0.245033,5302,Clear,11,0.76,0.55,0.2836,391
2011-07-17,3,0,7,0,0,1,0.719167,0.604167,0.245033,5302,Clear,12,0.76,0.55,0.2836,420
2011-07-17,3,0,7,0,0,1,0.719167,0.604167,0.245033,5302,Clear,13,0.8,0.49,0.2985,472
2011-07-17,3,0,7,0,0,1,0.719167,0.604167,0.245033,5302,Clear,14,0.8,0.49,0.3582,430
2011-07-17,3,0,7,0,0,1,0.719167,0.604167,0.245033,5302,Clear,15,0.82,0.43,0.2985,324
2011-07-17,3,0,7,0,0,1,0.719167,0.604167,0.245033,5302,Clear,16,0.8,0.46,0.2985,317
2011-07-17,3,0,7,0,0,1,0.719167,0.604167,0.245033,5302,Clear,17,0.8,0.49,0.3881,369
2011-07-17,3,0,7,0,0,1,0.719167,0.604167,0.245033,5302,Clear,18,0.8,0.46,0.2985,390
2011-07-17,3,0,7,0,0,1,0.719167,0.604167,0.245033,5302,Clear,19,0.76,0.55,0.2836,379
2011-07-17,3,0,7,0,0,1,0.719167,0.604167,0.245033,5302,Clear,20,0.76,0.58,0.2537,262
2011-07-17,3,0,7,0,0,1,0.719167,0.604167,0.245033,5302,Clear,21,0.74,0.62,0.2239,207
2011-07-17,3,0,7,0,0,1,0.719167,0.604167,0.245033,5302,Clear,22,0.72,0.66,0.2239,181
2011-07-17,3,0,7,0,0,1,0.719167,0.604167,0.245033,5302,Clear,23,0.7,0.74,0.1343,93
2011-07-18,3,0,7,1,1,1,0.746667,0.65125,0.215804,4458,Clear,0,0.7,0.74,0.1343,51
2011-07-18,3,0,7,1,1,1,0.746667,0.65125,0.215804,4458,Clear,1,0.7,0.74,0.2239,25
2011-07-18,3,0,7,1,1,1,0.746667,0.65125,0.215804,4458,Clear,2,0.66,0.83,0.2239,10
2011-07-18,3,0,7,1,1,1,0.746667,0.65125,0.215804,4458,Clear,3,0.66,0.78,0.194,7
2011-07-18,3,0,7,1,1,1,0.746667,0.65125,0.215804,4458,Clear,4,0.64,0.78,0.1642,4
2011-07-18,3,0,7,1,1,1,0.746667,0.65125,0.215804,4458,Clear,5,0.64,0.78,0.1045,17
2011-07-18,3,0,7,1,1,1,0.746667,0.65125,0.215804,4458,Clear,6,0.64,0.83,0.1045,105
2011-07-18,3,0,7,1,1,1,0.746667,0.65125,0.215804,4458,Clear,7,0.68,0.74,0.2239,277
2011-07-18,3,0,7,1,1,1,0.746667,0.65125,0.215804,4458,Clear,8,0.7,0.7,0.194,347
2011-07-18,3,0,7,1,1,1,0.746667,0.65125,0.215804,4458,Clear,9,0.74,0.67,0.2239,203
2011-07-18,3,0,7,1,1,1,0.746667,0.65125,0.215804,4458,Clear,10,0.76,0.62,0.194,130
2011-07-18,3,0,7,1,1,1,0.746667,0.65125,0.215804,4458,Clear,11,0.8,0.55,0.0896,141
2011-07-18,3,0,7,1,1,1,0.746667,0.65125,0.215804,4458,Clear,12,0.8,0.59,0.194,165
2011-07-18,3,0,7,1,1,1,0.746667,0.65125,0.215804,4458,Clear,13,0.82,0.56,0.2537,152
2011-07-18,3,0,7,1,1,1,0.746667,0.65125,0.215804,4458,Clear,14,0.82,0.56,0.3284,138
2011-07-18,3,0,7,1,1,1,0.746667,0.65125,0.215804,4458,Clear,15,0.84,0.53,0.3284,164
2011-07-18,3,0,7,1,1,1,0.746667,0.65125,0.215804,4458,Clear,16,0.84,0.53,0.2836,265
2011-07-18,3,0,7,1,1,1,0.746667,0.65125,0.215804,4458,Clear,17,0.84,0.49,0.3284,545
2011-07-18,3,0,7,1,1,1,0.746667,0.65125,0.215804,4458,Clear,18,0.82,0.49,0.3582,558
2011-07-18,3,0,7,1,1,1,0.746667,0.65125,0.215804,4458,Clear,19,0.8,0.55,0.2239,398
2011-07-18,3,0,7,1,1,1,0.746667,0.65125,0.215804,4458,Clear,20,0.78,0.59,0.2239,323
2011-07-18,3,0,7,1,1,1,0.746667,0.65125,0.215804,4458,Clear,21,0.74,0.66,0.194,202
2011-07-18,3,0,7,1,1,1,0.746667,0.65125,0.215804,4458,Clear,22,0.76,0.66,0.2239,140
2011-07-18,3,0,7,1,1,1,0.746667,0.65125,0.215804,4458,Clear,23,0.74,0.66,0.1642,91
2011-07-19,3,0,7,2,1,1,0.776667,0.650417,0.1306,4541,Clear,0,0.74,0.66,0.1045,51
2011-07-19,3,0,7,2,1,1,0.776667,0.650417,0.1306,4541,Clear,1,0.74,0.66,0.1343,13
2011-07-19,3,0,7,2,1,1,0.776667,0.650417,0.1306,4541,Clear,2,0.72,0.7,0.1642,13
2011-07-19,3,0,7,2,1,1,0.776667,0.650417,0.1306,4541,Clear,3,0.72,0.7,0.1642,3
2011-07-19,3,0,7,2,1,1,0.776667,0.650417,0.1306,4541,Clear,4,0.72,0.7,0.1343,5
2011-07-19,3,0,7,2,1,1,0.776667,0.650417,0.1306,4541,Clear,5,0.7,0.74,0.1045,19
2011-07-19,3,0,7,2,1,1,0.776667,0.650417,0.1306,4541,Clear,6,0.72,0.74,0.1045,134
2011-07-19,3,0,7,2,1,1,0.776667,0.650417,0.1306,4541,Clear,7,0.74,0.7,0.1642,315
2011-07-19,3,0,7,2,1,1,0.776667,0.650417,0.1306,4541,Clear,8,0.76,0.7,0.1642,412
2011-07-19,3,0,7,2,1,1,0.776667,0.650417,0.1306,4541,Clear,9,0.8,0.63,0.1343,199
2011-07-19,3,0,7,2,1,1,0.776667,0.650417,0.1306,4541,Clear,10,0.82,0.56,0.1642,141
2011-07-19,3,0,7,2,1,1,0.776667,0.650417,0.1306,4541,Clear,11,0.82,0.59,0.0,127
2011-07-19,3,0,7,2,1,1,0.776667,0.650417,0.1306,4541,Clear,12,0.84,0.56,0.0896,153
2011-07-19,3,0,7,2,1,1,0.776667,0.650417,0.1306,4541,Clear,13,0.86,0.53,0.1045,172
2011-07-19,3,0,7,2,1,1,0.776667,0.650417,0.1306,4541,Clear,14,0.86,0.5,0.194,152
2011-07-19,3,0,7,2,1,1,0.776667,0.650417,0.1306,4541,Clear,15,0.88,0.44,0.194,158
2011-07-19,3,0,7,2,1,1,0.776667,0.650417,0.1306,4541,Clear,16,0.9,0.42,0.2985,277
2011-07-19,3,0,7,2,1,1,0.776667,0.650417,0.1306,4541,Clear,17,0.8,0.66,0.0,513
2011-07-19,3,0,7,2,1,1,0.776667,0.650417,0.1306,4541,Clear,18,0.8,0.66,0.1343,530
2011-07-19,3,0,7,2,1,1,0.776667,0.650417,0.1306,4541,Clear,19,0.76,0.75,0.194,388
2011-07-19,3,0,7,2,1,1,0.776667,0.650417,0.1306,4541,Clear,20,0.74,0.74,0.0896,277
2011-07-19,3,0,7,2,1,1,0.776667,0.650417,0.1306,4541,Clear,21,0.74,0.74,0.1343,241
2011-07-19,3,0,7,2,1,1,0.776667,0.650417,0.1306,4541,Clear,22,0.74,0.74,0.0,156
2011-07-19,3,0,7,2,1,1,0.776667,0.650417,0.1306,4541,Clear,23,0.72,0.79,0.1642,92
2011-07-20,3,0,7,3,1,1,0.768333,0.707083,0.113817,4332,Clear,0,0.7,0.84,0.1045,40
2011-07-20,3,0,7,3,1,1,0.768333,0.707083,0.113817,4332,Clear,1,0.7,0.84,0.0,11
2011-07-20,3,0,7,3,1,1,0.768333,0.707083,0.113817,4332,Clear,2,0.7,0.84,0.0,9
2011-07-20,3,0,7,3,1,1,0.768333,0.707083,0.113817,4332,Clear,3,0.7,0.84,0.1045,6
2011-07-20,3,0,7,3,1,1,0.768333,0.707083,0.113817,4332,Clear,4,0.68,0.83,0.0,4
2011-07-20,3,0,7,3,1,1,0.768333,0.707083,0.113817,4332,Clear,5,0.68,0.83,0.1045,23
2011-07-20,3,0,7,3,1,1,0.768333,0.707083,0.113817,4332,Clear,6,0.68,0.89,0.1045,116
2011-07-20,3,0,7,3,1,1,0.768333,0.707083,0.113817,4332,Clear,7,0.7,0.84,0.1045,303
2011-07-20,3,0,7,3,1,1,0.768333,0.707083,0.113817,4332,Clear,8,0.74,0.74,0.0,438
2011-07-20,3,0,7,3,1,1,0.768333,0.707083,0.113817,4332,Clear,9,0.74,0.7,0.0896,209
2011-07-20,3,0,7,3,1,1,0.768333,0.707083,0.113817,4332,Clear,10,0.76,0.7,0.0,110
2011-07-20,3,0,7,3,1,1,0.768333,0.707083,0.113817,4332,Clear,11,0.8,0.63,0.0896,142
2011-07-20,3,0,7,3,1,1,0.768333,0.707083,0.113817,4332,Clear,12,0.82,0.59,0.0,149
2011-07-20,3,0,7,3,1,1,0.768333,0.707083,0.113817,4332,Clear,13,0.84,0.56,0.194,120
2011-07-20,3,0,7,3,1,1,0.768333,0.707083,0.113817,4332,Clear,14,0.86,0.53,0.2239,127
2011-07-20,3,0,7,3,1,1,0.768333,0.707083,0.113817,4332,Clear,15,0.86,0.5,0.1642,138
2011-07-20,3,0,7,3,1,1,0.768333,0.707083,0.113817,4332,Clear,16,0.84,0.56,0.0,234
2011-07-20,3,0,7,3,1,1,0.768333,0.707083,0.113817,4332,Clear,17,0.84,0.59,0.194,455
2011-07-20,3,0,7,3,1,1,0.768333,0.707083,0.113817,4332,Clear,18,0.84,0.59,0.2239,497
2011-07-20,3,0,7,3,1,1,0.768333,0.707083,0.113817,4332,Clear,19,0.82,0.67,0.1642,382
2011-07-20,3,0,7,3,1,1,0.768333,0.707083,0.113817,4332,Clear,20,0.8,0.75,0.2239,309
2011-07-20,3,0,7,3,1,1,0.768333,0.707083,0.113817,4332,Clear,21,0.8,0.66,0.1642,242
2011-07-20,3,0,7,3,1,1,0.768333,0.707083,0.113817,4332,Clear,22,0.78,0.7,0.2239,169
2011-07-20,3,0,7,3,1,1,0.768333,0.707083,0.113817,4332,Clear,23,0.76,0.75,0.2537,99
2011-07-21,3,0,7,4,1,2,0.815,0.69125,0.222021,3784,Misty,0,0.76,0.75,0.194,42
2011-07-21,3,0,7,4,1,2,0.815,0.69125,0.222021,3784,Misty,1,0.74,0.84,0.2239,21
2011-07-21,3,0,7,4,1,2,0.815,0.69125,0.222021,3784,Misty,2,0.74,0.84,0.2239,6
2011-07-21,3,0,7,4,1,2,0.815,0.69125,0.222021,3784,Misty,3,0.74,0.79,0.1343,6
2011-07-21,3,0,7,4,1,2,0.815,0.69125,0.222021,3784,Misty,4,0.72,0.84,0.1045,4
2011-07-21,3,0,7,4,1,2,0.815,0.69125,0.222021,3784,Misty,5,0.72,0.84,0.1045,18
2011-07-21,3,0,7,4,1,2,0.815,0.69125,0.222021,3784,Misty,6,0.72,0.84,0.1045,117
2011-07-21,3,0,7,4,1,2,0.815,0.69125,0.222021,3784,Misty,7,0.74,0.84,0.1343,274
2011-07-21,3,0,7,4,1,2,0.815,0.69125,0.222021,3784,Misty,8,0.76,0.79,0.1642,381
2011-07-21,3,0,7,4,1,2,0.815,0.69125,0.222021,3784,Misty,9,0.8,0.75,0.2537,200
2011-07-21,3,0,7,4,1,2,0.815,0.69125,0.222021,3784,Misty,10,0.82,0.71,0.2239,78
2011-07-21,3,0,7,4,1,2,0.815,0.69125,0.222021,3784,Misty,11,0.86,0.63,0.2985,106
2011-07-21,3,0,7,4,1,2,0.815,0.69125,0.222021,3784,Misty,12,0.88,0.56,0.3284,135
2011-07-21,3,0,7,4,1,2,0.815,0.69125,0.222021,3784,Misty,13,0.88,0.56,0.2985,102
2011-07-21,3,0,7,4,1,2,0.815,0.69125,0.222021,3784,Misty,14,0.9,0.5,0.3582,147
2011-07-21,3,0,7,4,1,2,0.815,0.69125,0.222021,3784,Misty,15,0.9,0.53,0.2537,133
2011-07-21,3,0,7,4,1,2,0.815,0.69125,0.222021,3784,Misty,16,0.92,0.48,0.2836,210
2011-07-21,3,0,7,4,1,2,0.815,0.69125,0.222021,3784,Misty,17,0.92,0.45,0.2985,414
2011-07-21,3,0,7,4,1,2,0.815,0.69125,0.222021,3784,Misty,18,0.9,0.5,0.2836,382
2011-07-21,3,0,7,4,1,2,0.815,0.69125,0.222021,3784,Misty,19,0.86,0.67,0.2836,284
2011-07-21,3,0,7,4,1,2,0.815,0.69125,0.222021,3784,Misty,20,0.84,0.71,0.2239,237
2011-07-21,3,0,7,4,1,2,0.815,0.69125,0.222021,3784,Misty,21,0.82,0.75,0.2239,225
2011-07-21,3,0,7,4,1,2,0.815,0.69125,0.222021,3784,Misty,22,0.82,0.71,0.1642,149
2011-07-21,3,0,7,4,1,2,0.815,0.69125,0.222021,3784,Misty,23,0.8,0.71,0.1642,113
2011-07-22,3,0,7,5,1,1,0.848333,0.580417,0.1331,3387,Clear,0,0.82,0.63,0.1343,60
2011-07-22,3,0,7,5,1,1,0.848333,0.580417,0.1331,3387,Clear,1,0.8,0.63,0.0,24
2011-07-22,3,0,7,5,1,1,0.848333,0.580417,0.1331,3387,Clear,2,0.78,0.79,0.1343,14
2011-07-22,3,0,7,5,1,1,0.848333,0.580417,0.1331,3387,Clear,3,0.78,0.75,0.1045,7
2011-07-22,3,0,7,5,1,1,0.848333,0.580417,0.1331,3387,Clear,4,0.76,0.75,0.1045,13
2011-07-22,3,0,7,5,1,1,0.848333,0.580417,0.1331,3387,Clear,5,0.74,0.79,0.1045,19
2011-07-22,3,0,7,5,1,1,0.848333,0.580417,0.1331,3387,Clear,6,0.76,0.75,0.0896,96
2011-07-22,3,0,7,5,1,1,0.848333,0.580417,0.1331,3387,Clear,7,0.8,0.66,0.1045,252
2011-07-22,3,0,7,5,1,1,0.848333,0.580417,0.1331,3387,Clear,8,0.84,0.63,0.1642,322
2011-07-22,3,0,7,5,1,1,0.848333,0.580417,0.1331,3387,Clear,9,0.86,0.63,0.0896,208
2011-07-22,3,0,7,5,1,1,0.848333,0.580417,0.1331,3387,Clear,10,0.9,0.53,0.0896,115
2011-07-22,3,0,7,5,1,1,0.848333,0.580417,0.1331,3387,Clear,11,0.9,0.5,0.1045,109
2011-07-22,3,0,7,5,1,1,0.848333,0.580417,0.1331,3387,Clear,12,0.94,0.48,0.1642,115
2011-07-22,3,0,7,5,1,1,0.848333,0.580417,0.1331,3387,Clear,13,0.94,0.51,0.1642,123
2011-07-22,3,0,7,5,1,1,0.848333,0.580417,0.1331,3387,Clear,14,0.96,0.48,0.2985,101
2011-07-22,3,0,7,5,1,1,0.848333,0.580417,0.1331,3387,Clear,15,0.94,0.51,0.2985,133
2011-07-22,3,0,7,5,1,1,0.848333,0.580417,0.1331,3387,Clear,16,0.9,0.39,0.2985,182
2011-07-22,3,0,7,5,1,1,0.848333,0.580417,0.1331,3387,Clear,17,0.88,0.47,0.1045,306
2011-07-22,3,0,7,5,1,1,0.848333,0.580417,0.1331,3387,Clear,18,0.9,0.37,0.1642,284
2011-07-22,3,0,7,5,1,1,0.848333,0.580417,0.1331,3387,Clear,19,0.86,0.41,0.1045,250
2011-07-22,3,0,7,5,1,1,0.848333,0.580417,0.1331,3387,Clear,20,0.84,0.56,0.0,212
2011-07-22,3,0,7,5,1,1,0.848333,0.580417,0.1331,3387,Clear,21,0.82,0.59,0.0896,190
2011-07-22,3,0,7,5,1,1,0.848333,0.580417,0.1331,3387,Clear,22,0.84,0.49,0.0896,149
2011-07-22,3,0,7,5,1,1,0.848333,0.580417,0.1331,3387,Clear,23,0.8,0.63,0.194,103
2011-07-23,3,0,7,6,0,1,0.849167,0.5,0.131221,3285,Clear,0,0.82,0.56,0.0,101
2011-07-23,3,0,7,6,0,1,0.849167,0.5,0.131221,3285,Clear,1,0.82,0.52,0.1045,70
2011-07-23,3,0,7,6,0,1,0.849167,0.5,0.131221,3285,Clear,2,0.82,0.52,0.0,61
2011-07-23,3,0,7,6,0,1,0.849167,0.5,0.131221,3285,Clear,3,0.78,0.66,0.0896,22
2011-07-23,3,0,7,6,0,1,0.849167,0.5,0.131221,3285,Clear,4,0.76,0.66,0.1045,9
2011-07-23,3,0,7,6,0,1,0.849167,0.5,0.131221,3285,Clear,5,0.76,0.62,0.1343,7
2011-07-23,3,0,7,6,0,1,0.849167,0.5,0.131221,3285,Clear,6,0.8,0.52,0.1343,25
2011-07-23,3,0,7,6,0,1,0.849167,0.5,0.131221,3285,Clear,7,0.8,0.52,0.1045,45
2011-07-23,3,0,7,6,0,1,0.849167,0.5,0.131221,3285,Clear,8,0.84,0.49,0.2537,109
2011-07-23,3,0,7,6,0,1,0.849167,0.5,0.131221,3285,Clear,9,0.84,0.49,0.1642,132
2011-07-23,3,0,7,6,0,1,0.849167,0.5,0.131221,3285,Clear,10,0.86,0.41,0.2239,198
2011-07-23,3,0,7,6,0,1,0.849167,0.5,0.131221,3285,Clear,11,0.9,0.37,0.194,216
2011-07-23,3,0,7,6,0,1,0.849167,0.5,0.131221,3285,Clear,12,0.92,0.37,0.1045,235
2011-07-23,3,0,7,6,0,1,0.849167,0.5,0.131221,3285,Clear,13,0.94,0.38,0.1642,245
2011-07-23,3,0,7,6,0,1,0.849167,0.5,0.131221,3285,Clear,14,0.92,0.42,0.0,236
2011-07-23,3,0,7,6,0,1,0.849167,0.5,0.131221,3285,Clear,15,0.94,0.38,0.0,215
2011-07-23,3,0,7,6,0,1,0.849167,0.5,0.131221,3285,Clear,16,0.94,0.38,0.1343,221
2011-07-23,3,0,7,6,0,1,0.849167,0.5,0.131221,3285,Clear,17,0.94,0.38,0.1343,197
2011-07-23,3,0,7,6,0,1,0.849167,0.5,0.131221,3285,Clear,18,0.92,0.4,0.2239,196
2011-07-23,3,0,7,6,0,1,0.849167,0.5,0.131221,3285,Clear,19,0.82,0.59,0.1343,217
2011-07-23,3,0,7,6,0,1,0.849167,0.5,0.131221,3285,Clear,20,0.82,0.59,0.2239,145
2011-07-23,3,0,7,6,0,1,0.849167,0.5,0.131221,3285,Clear,21,0.82,0.59,0.2239,154
2011-07-23,3,0,7,6,0,1,0.849167,0.5,0.131221,3285,Clear,22,0.8,0.59,0.194,125
2011-07-23,3,0,7,6,0,1,0.849167,0.5,0.131221,3285,Clear,23,0.8,0.59,0.1045,104
2011-07-24,3,0,7,0,0,1,0.83,0.550833,0.169171,3606,Clear,0,0.8,0.59,0.1045,119
2011-07-24,3,0,7,0,0,1,0.83,0.550833,0.169171,3606,Clear,1,0.78,0.66,0.1045,96
2011-07-24,3,0,7,0,0,1,0.83,0.550833,0.169171,3606,Clear,2,0.8,0.63,0.0896,60
2011-07-24,3,0,7,0,0,1,0.83,0.550833,0.169171,3606,Clear,3,0.8,0.63,0.0896,37
2011-07-24,3,0,7,0,0,1,0.83,0.550833,0.169171,3606,Clear,4,0.78,0.66,0.1045,6
2011-07-24,3,0,7,0,0,1,0.83,0.550833,0.169171,3606,Clear,5,0.78,0.66,0.0896,8
2011-07-24,3,0,7,0,0,1,0.83,0.550833,0.169171,3606,Clear,6,0.8,0.63,0.0896,22
2011-07-24,3,0,7,0,0,1,0.83,0.550833,0.169171,3606,Clear,7,0.8,0.59,0.1343,35
2011-07-24,3,0,7,0,0,1,0.83,0.550833,0.169171,3606,Clear,8,0.82,0.56,0.2836,104
2011-07-24,3,0,7,0,0,1,0.83,0.550833,0.169171,3606,Clear,9,0.82,0.56,0.3881,154
2011-07-24,3,0,7,0,0,1,0.83,0.550833,0.169171,3606,Clear,10,0.86,0.5,0.3284,226
2011-07-24,3,0,7,0,0,1,0.83,0.550833,0.169171,3606,Clear,11,0.84,0.53,0.2537,243
2011-07-24,3,0,7,0,0,1,0.83,0.550833,0.169171,3606,Clear,12,0.9,0.45,0.1642,246
2011-07-24,3,0,7,0,0,1,0.83,0.550833,0.169171,3606,Clear,13,0.86,0.47,0.2239,252
2011-07-24,3,0,7,0,0,1,0.83,0.550833,0.169171,3606,Clear,14,0.86,0.5,0.2836,283
2011-07-24,3,0,7,0,0,1,0.83,0.550833,0.169171,3606,Clear,15,0.9,0.42,0.2537,238
2011-07-24,3,0,7,0,0,1,0.83,0.550833,0.169171,3606,Clear,16,0.9,0.42,0.2537,249
2011-07-24,3,0,7,0,0,1,0.83,0.550833,0.169171,3606,Clear,17,0.9,0.39,0.1045,249
2011-07-24,3,0,7,0,0,1,0.83,0.550833,0.169171,3606,Clear,18,0.88,0.42,0.1642,243
2011-07-24,3,0,7,0,0,1,0.83,0.550833,0.169171,3606,Clear,19,0.86,0.47,0.1642,240
2011-07-24,3,0,7,0,0,1,0.83,0.550833,0.169171,3606,Clear,20,0.84,0.49,0.1642,195
2011-07-24,3,0,7,0,0,1,0.83,0.550833,0.169171,3606,Clear,21,0.8,0.63,0.1343,153
2011-07-24,3,0,7,0,0,1,0.83,0.550833,0.169171,3606,Clear,22,0.78,0.66,0.0,98
2011-07-24,3,0,7,0,0,1,0.83,0.550833,0.169171,3606,Clear,23,0.76,0.7,0.0896,50
2011-07-25,3,0,7,1,1,1,0.743333,0.757083,0.0908083,3840,Clear,0,0.76,0.7,0.0,34
2011-07-25,3,0,7,1,1,1,0.743333,0.757083,0.0908083,3840,Clear,1,0.76,0.75,0.0896,12
2011-07-25,3,0,7,1,1,1,0.743333,0.757083,0.0908083,3840,Clear,2,0.74,0.79,0.0896,6
2011-07-25,3,0,7,1,1,1,0.743333,0.757083,0.0908083,3840,Clear,3,0.74,0.79,0.0,4
2011-07-25,3,0,7,1,1,1,0.743333,0.757083,0.0908083,3840,Clear,4,0.72,0.84,0.0896,6
2011-07-25,3,0,7,1,1,1,0.743333,0.757083,0.0908083,3840,Clear,5,0.72,0.84,0.0896,24
2011-07-25,3,0,7,1,1,1,0.743333,0.757083,0.0908083,3840,Clear,6,0.72,0.84,0.0896,107
2011-07-25,3,0,7,1,1,1,0.743333,0.757083,0.0908083,3840,Clear,7,0.74,0.79,0.0,277
2011-07-25,3,0,7,1,1,1,0.743333,0.757083,0.0908083,3840,Clear,8,0.76,0.75,0.0,387
2011-07-25,3,0,7,1,1,1,0.743333,0.757083,0.0908083,3840,Clear,9,0.8,0.66,0.0,135
2011-07-25,3,0,7,1,1,1,0.743333,0.757083,0.0908083,3840,Clear,10,0.82,0.59,0.0,84
2011-07-25,3,0,7,1,1,1,0.743333,0.757083,0.0908083,3840,Clear,11,0.84,0.59,0.194,107
2011-07-25,3,0,7,1,1,1,0.743333,0.757083,0.0908083,3840,Clear,12,0.84,0.59,0.194,67
2011-07-25,3,0,7,1,1,1,0.743333,0.757083,0.0908083,3840,Clear,13,0.74,0.74,0.1343,78
2011-07-25,3,0,7,1,1,1,0.743333,0.757083,0.0908083,3840,Clear,14,0.72,0.79,0.194,90
2011-07-25,3,0,7,1,1,1,0.743333,0.757083,0.0908083,3840,Clear,15,0.7,0.84,0.3881,112
2011-07-25,3,0,7,1,1,1,0.743333,0.757083,0.0908083,3840,Clear,16,0.7,0.84,0.2239,198
2011-07-25,3,0,7,1,1,1,0.743333,0.757083,0.0908083,3840,Clear,17,0.72,0.74,0.0,485
2011-07-25,3,0,7,1,1,1,0.743333,0.757083,0.0908083,3840,Clear,18,0.74,0.74,0.0896,533
2011-07-25,3,0,7,1,1,1,0.743333,0.757083,0.0908083,3840,Clear,19,0.74,0.7,0.0896,386
2011-07-25,3,0,7,1,1,1,0.743333,0.757083,0.0908083,3840,Clear,20,0.72,0.74,0.1343,302
2011-07-25,3,0,7,1,1,1,0.743333,0.757083,0.0908083,3840,Clear,21,0.7,0.84,0.0,194
2011-07-25,3,0,7,1,1,1,0.743333,0.757083,0.0908083,3840,Clear,22,0.7,0.84,0.0,125
2011-07-25,3,0,7,1,1,1,0.743333,0.757083,0.0908083,3840,Clear,23,0.7,0.84,0.0896,87
2011-07-26,3,0,7,2,1,1,0.771667,0.540833,0.200258,4590,Clear,0,0.7,0.79,0.1045,28
2011-07-26,3,0,7,2,1,1,0.771667,0.540833,0.200258,4590,Clear,1,0.7,0.79,0.1045,12
